Sexo;Grupos de edad;Hábitat de procedencia;Valor absoluto y porcentaje;periodo;Total
Mujeres;De 40 a 49;Total (procedencia);Valor absoluto;2016;30,2
Mujeres;De 40 a 49;Total (procedencia);Valor absoluto;2015;26,3
Mujeres;De 40 a 49;Total (procedencia);Valor absoluto;2014;24,9
Mujeres;De 40 a 49;Total (procedencia);Valor absoluto;2013;22,7
Mujeres;De 40 a 49;Total (procedencia);Valor absoluto;2012;25,4
Mujeres;De 40 a 49;Total (procedencia);Valor absoluto;2011;26,0
Mujeres;De 40 a 49;Total (procedencia);Valor absoluto;2010;34,8
Mujeres;De 40 a 49;Total (procedencia);Valor absoluto;2009;26,1
Mujeres;De 40 a 49;Total (procedencia);Valor absoluto;2008;32,5
Mujeres;De 40 a 49;Total (procedencia);Valor absoluto;2007;31,5
Mujeres;De 40 a 49;Total (procedencia);Valor absoluto;2006;36,6
Mujeres;De 40 a 49;Total (procedencia);Porcentaje;2020;11,4
Mujeres;De 40 a 49;Total (procedencia);Porcentaje;2019;17,1
Mujeres;De 40 a 49;Total (procedencia);Porcentaje;2018;10,6
Mujeres;De 40 a 49;Total (procedencia);Porcentaje;2017;8,0
Mujeres;De 40 a 49;Total (procedencia);Porcentaje;2016;12,6
Mujeres;De 40 a 49;Total (procedencia);Porcentaje;2015;11,9
Mujeres;De 40 a 49;Total (procedencia);Porcentaje;2014;13,4
Mujeres;De 40 a 49;Total (procedencia);Porcentaje;2013;12,3
Mujeres;De 40 a 49;Total (procedencia);Porcentaje;2012;11,0
Mujeres;De 40 a 49;Total (procedencia);Porcentaje;2011;10,3
Mujeres;De 40 a 49;Total (procedencia);Porcentaje;2010;14,6
Mujeres;De 40 a 49;Total (procedencia);Porcentaje;2009;9,8
Mujeres;De 40 a 49;Total (procedencia);Porcentaje;2008;10,4
Mujeres;De 40 a 49;Total (procedencia);Porcentaje;2007;8,0
Mujeres;De 40 a 49;Total (procedencia);Porcentaje;2006;8,7
Mujeres;De 40 a 49;Rural (procedencia);Valor absoluto;2020;2,9
Mujeres;De 40 a 49;Rural (procedencia);Valor absoluto;2019;5,5
Mujeres;De 40 a 49;Rural (procedencia);Valor absoluto;2018;6,2
Mujeres;De 40 a 49;Rural (procedencia);Valor absoluto;2017;2,1
Mujeres;De 40 a 49;Rural (procedencia);Valor absoluto;2016;3,5
Mujeres;De 40 a 49;Rural (procedencia);Valor absoluto;2015;7,0
Mujeres;De 40 a 49;Rural (procedencia);Valor absoluto;2014;4,6
Mujeres;De 40 a 49;Rural (procedencia);Valor absoluto;2013;2,4
Mujeres;De 40 a 49;Rural (procedencia);Valor absoluto;2012;3,9
Mujeres;De 40 a 49;Rural (procedencia);Valor absoluto;2011;4,2
Mujeres;De 40 a 49;Rural (procedencia);Valor absoluto;2010;4,6
Mujeres;De 40 a 49;Rural (procedencia);Valor absoluto;2009;2,8
Mujeres;De 40 a 49;Rural (procedencia);Valor absoluto;2008;6,4
Mujeres;De 40 a 49;Rural (procedencia);Valor absoluto;2007;4,9
Mujeres;De 40 a 49;Rural (procedencia);Valor absoluto;2006;5,1
Mujeres;De 40 a 49;Rural (procedencia);Porcentaje;2020;15,3
Mujeres;De 40 a 49;Rural (procedencia);Porcentaje;2019;18,3
Mujeres;De 40 a 49;Rural (procedencia);Porcentaje;2018;16,1
Mujeres;De 40 a 49;Rural (procedencia);Porcentaje;2017;9,8
Mujeres;De 40 a 49;Rural (procedencia);Porcentaje;2016;11,0
Mujeres;De 40 a 49;Rural (procedencia);Porcentaje;2015;16,6
Mujeres;De 40 a 49;Rural (procedencia);Porcentaje;2014;17,9
Mujeres;De 40 a 49;Rural (procedencia);Porcentaje;2013;10,3
Mujeres;De 40 a 49;Rural (procedencia);Porcentaje;2012;11,3
Mujeres;De 40 a 49;Rural (procedencia);Porcentaje;2011;9,1
Mujeres;De 40 a 49;Rural (procedencia);Porcentaje;2010;10,7
Mujeres;De 40 a 49;Rural (procedencia);Porcentaje;2009;8,7
Mujeres;De 40 a 49;Rural (procedencia);Porcentaje;2008;15,6
Mujeres;De 40 a 49;Rural (procedencia);Porcentaje;2007;7,1
Mujeres;De 40 a 49;Rural (procedencia);Porcentaje;2006;8,3
Mujeres;De 40 a 49;Urbano (procedencia);Valor absoluto;2020;10,2
Mujeres;De 40 a 49;Urbano (procedencia);Valor absoluto;2019;24,1
Mujeres;De 40 a 49;Urbano (procedencia);Valor absoluto;2018;14,2
Mujeres;De 40 a 49;Urbano (procedencia);Valor absoluto;2017;10,3
Mujeres;De 40 a 49;Urbano (procedencia);Valor absoluto;2016;20,2
Mujeres;De 40 a 49;Urbano (procedencia);Valor absoluto;2015;15,2
Mujeres;De 40 a 49;Urbano (procedencia);Valor absoluto;2014;17,0
Mujeres;De 40 a 49;Urbano (procedencia);Valor absoluto;2013;14,2
Mujeres;De 40 a 49;Urbano (procedencia);Valor absoluto;2012;18,4
Mujeres;De 40 a 49;Urbano (procedencia);Valor absoluto;2011;13,8
Mujeres;De 40 a 49;Urbano (procedencia);Valor absoluto;2010;24,9
Mujeres;De 40 a 49;Urbano (procedencia);Valor absoluto;2009;17,2
Mujeres;De 40 a 49;Urbano (procedencia);Valor absoluto;2008;15,6
Mujeres;De 40 a 49;Urbano (procedencia);Valor absoluto;2007;19,5
Mujeres;De 40 a 49;Urbano (procedencia);Valor absoluto;2006;21,4
Mujeres;De 40 a 49;Urbano (procedencia);Porcentaje;2020;10,6
Mujeres;De 40 a 49;Urbano (procedencia);Porcentaje;2019;18,9
Mujeres;De 40 a 49;Urbano (procedencia);Porcentaje;2018;10,8
Mujeres;De 40 a 49;Urbano (procedencia);Porcentaje;2017;8,8
Mujeres;De 40 a 49;Urbano (procedencia);Porcentaje;2016;14,0
Mujeres;De 40 a 49;Urbano (procedencia);Porcentaje;2015;12,1
Mujeres;De 40 a 49;Urbano (procedencia);Porcentaje;2014;12,8
Mujeres;De 40 a 49;Urbano (procedencia);Porcentaje;2013;11,6
Mujeres;De 40 a 49;Urbano (procedencia);Porcentaje;2012;11,3
Mujeres;De 40 a 49;Urbano (procedencia);Porcentaje;2011;9,6
Mujeres;De 40 a 49;Urbano (procedencia);Porcentaje;2010;16,9
Mujeres;De 40 a 49;Urbano (procedencia);Porcentaje;2009;11,5
Mujeres;De 40 a 49;Urbano (procedencia);Porcentaje;2008;10,4
Mujeres;De 40 a 49;Urbano (procedencia);Porcentaje;2007;10,1
Mujeres;De 40 a 49;Urbano (procedencia);Porcentaje;2006;10,2
Mujeres;De 40 a 49;Extranjero (procedencia);Valor absoluto;2020;7,6
Mujeres;De 40 a 49;Extranjero (procedencia);Valor absoluto;2019;9,0
Mujeres;De 40 a 49;Extranjero (procedencia);Valor absoluto;2018;6,7
Mujeres;De 40 a 49;Extranjero (procedencia);Valor absoluto;2017;3,7
Mujeres;De 40 a 49;Extranjero (procedencia);Valor absoluto;2016;6,5
Mujeres;De 40 a 49;Extranjero (procedencia);Valor absoluto;2015;4,1
Mujeres;De 40 a 49;Extranjero (procedencia);Valor absoluto;2014;3,3
Mujeres;De 40 a 49;Extranjero (procedencia);Valor absoluto;2013;6,1
Mujeres;De 40 a 49;Extranjero (procedencia);Valor absoluto;2012;3,0
Mujeres;De 40 a 49;Extranjero (procedencia);Valor absoluto;2011;8,0
Mujeres;De 40 a 49;Extranjero (procedencia);Valor absoluto;2010;5,2
Mujeres;De 40 a 49;Extranjero (procedencia);Valor absoluto;2009;6,1
Mujeres;De 40 a 49;Extranjero (procedencia);Valor absoluto;2008;10,4
Mujeres;De 40 a 49;Extranjero (procedencia);Valor absoluto;2007;7,1
Mujeres;De 40 a 49;Extranjero (procedencia);Valor absoluto;2006;10,0
Mujeres;De 40 a 49;Extranjero (procedencia);Porcentaje;2020;11,4
Mujeres;De 40 a 49;Extranjero (procedencia);Porcentaje;2019;13,3
Mujeres;De 40 a 49;Extranjero (procedencia);Porcentaje;2018;7,7
Mujeres;De 40 a 49;Extranjero (procedencia);Porcentaje;2017;5,8
Mujeres;De 40 a 49;Extranjero (procedencia);Porcentaje;2016;10,2
Mujeres;De 40 a 49;Extranjero (procedencia);Porcentaje;2015;7,8
Mujeres;De 40 a 49;Extranjero (procedencia);Porcentaje;2014;11,9
Mujeres;De 40 a 49;Extranjero (procedencia);Porcentaje;2013;15,6
Mujeres;De 40 a 49;Extranjero (procedencia);Porcentaje;2012;9,4
Mujeres;De 40 a 49;Extranjero (procedencia);Porcentaje;2011;12,7
Mujeres;De 40 a 49;Extranjero (procedencia);Porcentaje;2010;10,8
Mujeres;De 40 a 49;Extranjero (procedencia);Porcentaje;2009;7,3
Mujeres;De 40 a 49;Extranjero (procedencia);Porcentaje;2008;8,5
Mujeres;De 40 a 49;Extranjero (procedencia);Porcentaje;2007;5,4
Mujeres;De 40 a 49;Extranjero (procedencia);Porcentaje;2006;6,8
Mujeres;De 50 a 64;Total (procedencia);Valor absoluto;2020;15,5
Mujeres;De 50 a 64;Total (procedencia);Valor absoluto;2019;15,9
Mujeres;De 50 a 64;Total (procedencia);Valor absoluto;2018;20,6
Mujeres;De 50 a 64;Total (procedencia);Valor absoluto;2017;14,0
Mujeres;De 50 a 64;Total (procedencia);Valor absoluto;2016;19,3
Mujeres;De 50 a 64;Total (procedencia);Valor absoluto;2015;17,1
Mujeres;De 50 a 64;Total (procedencia);Valor absoluto;2014;11,4
Mujeres;De 50 a 64;Total (procedencia);Valor absoluto;2013;13,9
Mujeres;De 50 a 64;Total (procedencia);Valor absoluto;2012;14,1
Mujeres;De 50 a 64;Total (procedencia);Valor absoluto;2011;12,8
Mujeres;De 50 a 64;Total (procedencia);Valor absoluto;2010;15,6
Mujeres;De 50 a 64;Total (procedencia);Valor absoluto;2009;17,8
Mujeres;De 50 a 64;Total (procedencia);Valor absoluto;2008;18,1
Mujeres;De 50 a 64;Total (procedencia);Valor absoluto;2007;17,0
Mujeres;De 50 a 64;Total (procedencia);Valor absoluto;2006;20,7
Mujeres;De 50 a 64;Total (procedencia);Porcentaje;2020;8,5
Mujeres;De 50 a 64;Total (procedencia);Porcentaje;2019;7,0
Mujeres;De 50 a 64;Total (procedencia);Porcentaje;2018;8,0
Mujeres;De 50 a 64;Total (procedencia);Porcentaje;2017;6,9
Mujeres;De 50 a 64;Total (procedencia);Porcentaje;2016;8,0
Mujeres;De 50 a 64;Total (procedencia);Porcentaje;2015;7,8
Mujeres;De 50 a 64;Total (procedencia);Porcentaje;2014;6,1
Mujeres;De 50 a 64;Total (procedencia);Porcentaje;2013;7,5
Mujeres;De 50 a 64;Total (procedencia);Porcentaje;2012;6,1
Mujeres;De 50 a 64;Total (procedencia);Porcentaje;2011;5,1
Mujeres;De 50 a 64;Total (procedencia);Porcentaje;2010;6,5
Mujeres;De 50 a 64;Total (procedencia);Porcentaje;2009;6,7
Mujeres;De 50 a 64;Total (procedencia);Porcentaje;2008;5,8
Mujeres;De 50 a 64;Total (procedencia);Porcentaje;2007;4,3
Mujeres;De 50 a 64;Total (procedencia);Porcentaje;2006;4,9
Mujeres;De 50 a 64;Rural (procedencia);Valor absoluto;2020;3,0
Mujeres;De 50 a 64;Rural (procedencia);Valor absoluto;2019;3,2
Mujeres;De 50 a 64;Rural (procedencia);Valor absoluto;2018;4,5
Mujeres;De 50 a 64;Rural (procedencia);Valor absoluto;2017;1,5
Mujeres;De 50 a 64;Rural (procedencia);Valor absoluto;2016;5,8
Mujeres;De 50 a 64;Rural (procedencia);Valor absoluto;2015;3,5
Mujeres;De 50 a 64;Rural (procedencia);Valor absoluto;2014;1,7
Mujeres;De 50 a 64;Rural (procedencia);Valor absoluto;2013;3,3
Mujeres;De 50 a 64;Rural (procedencia);Valor absoluto;2012;2,1
Mujeres;De 50 a 64;Rural (procedencia);Valor absoluto;2011;1,9
Mujeres;De 50 a 64;Rural (procedencia);Valor absoluto;2010;1,7
Mujeres;De 50 a 64;Rural (procedencia);Valor absoluto;2009;3,3
Mujeres;De 50 a 64;Rural (procedencia);Valor absoluto;2008;3,7
Mujeres;De 50 a 64;Rural (procedencia);Valor absoluto;2007;3,7
Mujeres;De 50 a 64;Rural (procedencia);Valor absoluto;2006;5,8
Mujeres;De 50 a 64;Rural (procedencia);Porcentaje;2020;15,6
Mujeres;De 50 a 64;Rural (procedencia);Porcentaje;2019;10,7
Mujeres;De 50 a 64;Rural (procedencia);Porcentaje;2018;11,8
Mujeres;De 50 a 64;Rural (procedencia);Porcentaje;2017;7,2
Mujeres;De 50 a 64;Rural (procedencia);Porcentaje;2016;18,5
Mujeres;De 50 a 64;Rural (procedencia);Porcentaje;2015;8,2
Mujeres;De 50 a 64;Rural (procedencia);Porcentaje;2014;6,7
Mujeres;De 50 a 64;Rural (procedencia);Porcentaje;2013;14,1
Mujeres;De 50 a 64;Rural (procedencia);Porcentaje;2012;5,9
Mujeres;De 50 a 64;Rural (procedencia);Porcentaje;2011;4,0
Mujeres;De 50 a 64;Rural (procedencia);Porcentaje;2010;4,0
Mujeres;De 50 a 64;Rural (procedencia);Porcentaje;2009;10,4
Mujeres;De 50 a 64;Rural (procedencia);Porcentaje;2008;8,9
Mujeres;De 50 a 64;Rural (procedencia);Porcentaje;2007;5,3
Mujeres;De 50 a 64;Rural (procedencia);Porcentaje;2006;9,3
Mujeres;De 50 a 64;Urbano (procedencia);Valor absoluto;2020;9,3
Mujeres;De 50 a 64;Urbano (procedencia);Valor absoluto;2019;7,5
Mujeres;De 50 a 64;Urbano (procedencia);Valor absoluto;2018;12,6
Mujeres;De 50 a 64;Urbano (procedencia);Valor absoluto;2017;7,2
Mujeres;De 50 a 64;Urbano (procedencia);Valor absoluto;2016;8,7
Mujeres;De 50 a 64;Urbano (procedencia);Valor absoluto;2015;8,1
Mujeres;De 50 a 64;Urbano (procedencia);Valor absoluto;2014;9,7
Mujeres;De 50 a 64;Urbano (procedencia);Valor absoluto;2013;7,8
Mujeres;De 50 a 64;Urbano (procedencia);Valor absoluto;2012;9,8
Mujeres;De 50 a 64;Urbano (procedencia);Valor absoluto;2011;6,4
Mujeres;De 50 a 64;Urbano (procedencia);Valor absoluto;2010;10,2
Mujeres;De 50 a 64;Urbano (procedencia);Valor absoluto;2009;10,0
Mujeres;De 50 a 64;Urbano (procedencia);Valor absoluto;2008;8,1
Mujeres;De 50 a 64;Urbano (procedencia);Valor absoluto;2007;8,3
Mujeres;De 50 a 64;Urbano (procedencia);Valor absoluto;2006;10,8
Mujeres;De 50 a 64;Urbano (procedencia);Porcentaje;2020;9,6
Mujeres;De 50 a 64;Urbano (procedencia);Porcentaje;2019;5,9
Mujeres;De 50 a 64;Urbano (procedencia);Porcentaje;2018;9,7
Mujeres;De 50 a 64;Urbano (procedencia);Porcentaje;2017;6,2
Mujeres;De 50 a 64;Urbano (procedencia);Porcentaje;2016;6,0
Mujeres;De 50 a 64;Urbano (procedencia);Porcentaje;2015;6,5
Mujeres;De 50 a 64;Urbano (procedencia);Porcentaje;2014;7,3
Mujeres;De 50 a 64;Urbano (procedencia);Porcentaje;2013;6,4
Mujeres;De 50 a 64;Urbano (procedencia);Porcentaje;2012;6,0
Mujeres;De 50 a 64;Urbano (procedencia);Porcentaje;2011;4,5
Mujeres;De 50 a 64;Urbano (procedencia);Porcentaje;2010;6,9
Mujeres;De 50 a 64;Urbano (procedencia);Porcentaje;2009;6,7
Mujeres;De 50 a 64;Urbano (procedencia);Porcentaje;2008;5,4
Mujeres;De 50 a 64;Urbano (procedencia);Porcentaje;2007;4,3
Mujeres;De 50 a 64;Urbano (procedencia);Porcentaje;2006;5,1
Mujeres;De 50 a 64;Extranjero (procedencia);Valor absoluto;2020;3,3
Mujeres;De 50 a 64;Extranjero (procedencia);Valor absoluto;2019;5,1
Mujeres;De 50 a 64;Extranjero (procedencia);Valor absoluto;2018;3,4
Mujeres;De 50 a 64;Extranjero (procedencia);Valor absoluto;2017;5,2
Mujeres;De 50 a 64;Extranjero (procedencia);Valor absoluto;2016;4,7
Mujeres;De 50 a 64;Extranjero (procedencia);Valor absoluto;2015;5,5
Mujeres;De 50 a 64;Extranjero (procedencia);Valor absoluto;2014;..
Mujeres;De 50 a 64;Extranjero (procedencia);Valor absoluto;2013;2,8
Mujeres;De 50 a 64;Extranjero (procedencia);Valor absoluto;2012;2,3
Mujeres;De 50 a 64;Extranjero (procedencia);Valor absoluto;2011;4,5
Mujeres;De 50 a 64;Extranjero (procedencia);Valor absoluto;2010;3,7
Mujeres;De 50 a 64;Extranjero (procedencia);Valor absoluto;2009;4,5
Mujeres;De 50 a 64;Extranjero (procedencia);Valor absoluto;2008;6,4
Mujeres;De 50 a 64;Extranjero (procedencia);Valor absoluto;2007;5,1
Mujeres;De 50 a 64;Extranjero (procedencia);Valor absoluto;2006;4,2
Mujeres;De 50 a 64;Extranjero (procedencia);Porcentaje;2020;5,0
Mujeres;De 50 a 64;Extranjero (procedencia);Porcentaje;2019;7,6
Mujeres;De 50 a 64;Extranjero (procedencia);Porcentaje;2018;3,9
Mujeres;De 50 a 64;Extranjero (procedencia);Porcentaje;2017;8,3
Mujeres;De 50 a 64;Extranjero (procedencia);Porcentaje;2016;7,4
Mujeres;De 50 a 64;Extranjero (procedencia);Porcentaje;2015;10,4
Mujeres;De 50 a 64;Extranjero (procedencia);Porcentaje;2014;..
Mujeres;De 50 a 64;Extranjero (procedencia);Porcentaje;2013;7,1
Mujeres;De 50 a 64;Extranjero (procedencia);Porcentaje;2012;7,0
Mujeres;De 50 a 64;Extranjero (procedencia);Porcentaje;2011;7,2
Mujeres;De 50 a 64;Extranjero (procedencia);Porcentaje;2010;7,7
Mujeres;De 50 a 64;Extranjero (procedencia);Porcentaje;2009;5,4
Mujeres;De 50 a 64;Extranjero (procedencia);Porcentaje;2008;5,2
Mujeres;De 50 a 64;Extranjero (procedencia);Porcentaje;2007;3,9
Mujeres;De 50 a 64;Extranjero (procedencia);Porcentaje;2006;2,8
Mujeres;De 65 y más;Total (procedencia);Valor absoluto;2020;14,9
Mujeres;De 65 y más;Total (procedencia);Valor absoluto;2019;7,5
Mujeres;De 65 y más;Total (procedencia);Valor absoluto;2018;15,6
Mujeres;De 65 y más;Total (procedencia);Valor absoluto;2017;7,4
Mujeres;De 65 y más;Total (procedencia);Valor absoluto;2016;12,9
Mujeres;De 65 y más;Total (procedencia);Valor absoluto;2015;10,2
Mujeres;De 65 y más;Total (procedencia);Valor absoluto;2014;10,0
Mujeres;De 65 y más;Total (procedencia);Valor absoluto;2013;13,5
Mujeres;De 65 y más;Total (procedencia);Valor absoluto;2012;11,9
Mujeres;De 65 y más;Total (procedencia);Valor absoluto;2011;12,6
Mujeres;De 65 y más;Total (procedencia);Valor absoluto;2010;11,2
Mujeres;De 65 y más;Total (procedencia);Valor absoluto;2009;13,1
Mujeres;De 65 y más;Total (procedencia);Valor absoluto;2008;18,5
Mujeres;De 65 y más;Total (procedencia);Valor absoluto;2007;25,5
Mujeres;De 65 y más;Total (procedencia);Valor absoluto;2006;26,6
Mujeres;De 65 y más;Total (procedencia);Porcentaje;2020;8,2
Mujeres;De 65 y más;Total (procedencia);Porcentaje;2019;3,3
Mujeres;De 65 y más;Total (procedencia);Porcentaje;2018;6,1
Mujeres;De 65 y más;Total (procedencia);Porcentaje;2017;3,7
Mujeres;De 65 y más;Total (procedencia);Porcentaje;2016;5,4
Mujeres;De 65 y más;Total (procedencia);Porcentaje;2015;4,6
Mujeres;De 65 y más;Total (procedencia);Porcentaje;2014;5,4
Mujeres;De 65 y más;Total (procedencia);Porcentaje;2013;7,3
Mujeres;De 65 y más;Total (procedencia);Porcentaje;2012;5,2
Mujeres;De 65 y más;Total (procedencia);Porcentaje;2011;5,0
Mujeres;De 65 y más;Total (procedencia);Porcentaje;2010;4,7
Mujeres;De 65 y más;Total (procedencia);Porcentaje;2009;5,0
Mujeres;De 65 y más;Total (procedencia);Porcentaje;2008;5,9
Mujeres;De 65 y más;Total (procedencia);Porcentaje;2007;6,5
Mujeres;De 65 y más;Total (procedencia);Porcentaje;2006;6,3
Mujeres;De 65 y más;Rural (procedencia);Valor absoluto;2020;2,7
Mujeres;De 65 y más;Rural (procedencia);Valor absoluto;2019;2,4
Mujeres;De 65 y más;Rural (procedencia);Valor absoluto;2018;3,0
Mujeres;De 65 y más;Rural (procedencia);Valor absoluto;2017;1,7
Mujeres;De 65 y más;Rural (procedencia);Valor absoluto;2016;1,2
Mujeres;De 65 y más;Rural (procedencia);Valor absoluto;2015;4,5
Mujeres;De 65 y más;Rural (procedencia);Valor absoluto;2014;1,8
Mujeres;De 65 y más;Rural (procedencia);Valor absoluto;2013;3,4
Mujeres;De 65 y más;Rural (procedencia);Valor absoluto;2012;4,1
Mujeres;De 65 y más;Rural (procedencia);Valor absoluto;2011;3,3
Mujeres;De 65 y más;Rural (procedencia);Valor absoluto;2010;3,1
Mujeres;De 65 y más;Rural (procedencia);Valor absoluto;2009;3,7
Mujeres;De 65 y más;Rural (procedencia);Valor absoluto;2008;4,9
Mujeres;De 65 y más;Rural (procedencia);Valor absoluto;2007;7,8
Mujeres;De 65 y más;Rural (procedencia);Valor absoluto;2006;7,0
Mujeres;De 65 y más;Rural (procedencia);Porcentaje;2020;14,3
Mujeres;De 65 y más;Rural (procedencia);Porcentaje;2019;8,1
Mujeres;De 65 y más;Rural (procedencia);Porcentaje;2018;7,7
Mujeres;De 65 y más;Rural (procedencia);Porcentaje;2017;8,0
Mujeres;De 65 y más;Rural (procedencia);Porcentaje;2016;3,8
Mujeres;De 65 y más;Rural (procedencia);Porcentaje;2015;10,6
Mujeres;De 65 y más;Rural (procedencia);Porcentaje;2014;7,0
Mujeres;De 65 y más;Rural (procedencia);Porcentaje;2013;14,6
Mujeres;De 65 y más;Rural (procedencia);Porcentaje;2012;11,8
Mujeres;De 65 y más;Rural (procedencia);Porcentaje;2011;7,0
Mujeres;De 65 y más;Rural (procedencia);Porcentaje;2010;7,2
Mujeres;De 65 y más;Rural (procedencia);Porcentaje;2009;11,4
Mujeres;De 65 y más;Rural (procedencia);Porcentaje;2008;11,8
Mujeres;De 65 y más;Rural (procedencia);Porcentaje;2007;11,3
Mujeres;De 65 y más;Rural (procedencia);Porcentaje;2006;11,3
Mujeres;De 65 y más;Urbano (procedencia);Valor absoluto;2020;5,7
Mujeres;De 65 y más;Urbano (procedencia);Valor absoluto;2019;4,8
Mujeres;De 65 y más;Urbano (procedencia);Valor absoluto;2018;8,6
Mujeres;De 65 y más;Urbano (procedencia);Valor absoluto;2017;5,3
Mujeres;De 65 y más;Urbano (procedencia);Valor absoluto;2016;7,7
Mujeres;De 65 y más;Urbano (procedencia);Valor absoluto;2015;5,0
Mujeres;De 65 y más;Urbano (procedencia);Valor absoluto;2014;8,1
Mujeres;De 65 y más;Urbano (procedencia);Valor absoluto;2013;8,4
Mujeres;De 65 y más;Urbano (procedencia);Valor absoluto;2012;7,6
Mujeres;De 65 y más;Urbano (procedencia);Valor absoluto;2011;5,9
Mujeres;De 65 y más;Urbano (procedencia);Valor absoluto;2010;7,3
Mujeres;De 65 y más;Urbano (procedencia);Valor absoluto;2009;5,6
Mujeres;De 65 y más;Urbano (procedencia);Valor absoluto;2008;10,3
Mujeres;De 65 y más;Urbano (procedencia);Valor absoluto;2007;11,3
Mujeres;De 65 y más;Urbano (procedencia);Valor absoluto;2006;12,5
Mujeres;De 65 y más;Urbano (procedencia);Porcentaje;2020;5,9
Mujeres;De 65 y más;Urbano (procedencia);Porcentaje;2019;3,7
Mujeres;De 65 y más;Urbano (procedencia);Porcentaje;2018;6,6
Mujeres;De 65 y más;Urbano (procedencia);Porcentaje;2017;4,5
Mujeres;De 65 y más;Urbano (procedencia);Porcentaje;2016;5,3
Mujeres;De 65 y más;Urbano (procedencia);Porcentaje;2015;4,0
Mujeres;De 65 y más;Urbano (procedencia);Porcentaje;2014;6,1
Mujeres;De 65 y más;Urbano (procedencia);Porcentaje;2013;6,8
Mujeres;De 65 y más;Urbano (procedencia);Porcentaje;2012;4,7
Mujeres;De 65 y más;Urbano (procedencia);Porcentaje;2011;4,1
Mujeres;De 65 y más;Urbano (procedencia);Porcentaje;2010;5,0
Mujeres;De 65 y más;Urbano (procedencia);Porcentaje;2009;3,8
Mujeres;De 65 y más;Urbano (procedencia);Porcentaje;2008;6,9
Mujeres;De 65 y más;Urbano (procedencia);Porcentaje;2007;5,8
Mujeres;De 65 y más;Urbano (procedencia);Porcentaje;2006;5,9
Mujeres;De 65 y más;Extranjero (procedencia);Valor absoluto;2020;6,5
Mujeres;De 65 y más;Extranjero (procedencia);Valor absoluto;2019;0,3
Mujeres;De 65 y más;Extranjero (procedencia);Valor absoluto;2018;4,1
Mujeres;De 65 y más;Extranjero (procedencia);Valor absoluto;2017;0,4
Mujeres;De 65 y más;Extranjero (procedencia);Valor absoluto;2016;4,0
Mujeres;De 65 y más;Extranjero (procedencia);Valor absoluto;2015;0,8
Mujeres;De 65 y más;Extranjero (procedencia);Valor absoluto;2014;0,1
Mujeres;De 65 y más;Extranjero (procedencia);Valor absoluto;2013;1,7
Mujeres;De 65 y más;Extranjero (procedencia);Valor absoluto;2012;0,2
Mujeres;De 65 y más;Extranjero (procedencia);Valor absoluto;2011;3,4
Mujeres;De 65 y más;Extranjero (procedencia);Valor absoluto;2010;0,8
Mujeres;De 65 y más;Extranjero (procedencia);Valor absoluto;2009;3,8
Mujeres;De 65 y más;Extranjero (procedencia);Valor absoluto;2008;3,3
Mujeres;De 65 y más;Extranjero (procedencia);Valor absoluto;2007;6,4
Mujeres;De 65 y más;Extranjero (procedencia);Valor absoluto;2006;7,1
Mujeres;De 65 y más;Extranjero (procedencia);Porcentaje;2020;9,8
Mujeres;De 65 y más;Extranjero (procedencia);Porcentaje;2019;0,4
Mujeres;De 65 y más;Extranjero (procedencia);Porcentaje;2018;4,7
Mujeres;De 65 y más;Extranjero (procedencia);Porcentaje;2017;0,7
